0	5	3.09e-06	-0.83471	1.26804	0.382144	-0.75022	0.47078	0.74494
0.001	5	8.2607e-06	-0.834709	1.26804	0.382146	-0.75022	0.47078	0.74494
0.002	5	1.33912e-05	-0.834709	1.26803	0.382148	-0.75022	0.47078	0.74494
0.003	5	1.84821e-05	-0.834709	1.26803	0.382149	-0.75022	0.47078	0.74494
0.004	5	2.35339e-05	-0.834708	1.26802	0.382151	-0.75022	0.47078	0.74494
0.005	5	2.85472e-05	-0.834708	1.26802	0.382153	-0.75022	0.47078	0.74494
0.006	5	3.35226e-05	-0.834707	1.26802	0.382155	-0.75022	0.47078	0.74494
0.007	5	3.84606e-05	-0.834707	1.26801	0.382157	-0.75022	0.47078	0.74494
0.008	5	4.33619e-05	-0.834707	1.26801	0.382158	-0.75022	0.47078	0.74494
0.009	5	4.8227e-05	-0.834706	1.268	0.38216	-0.75022	0.47078	0.74494
0.01	5	5.30564e-05	-0.834706	1.268	0.382162	-0.75022	0.47078	0.74494
0.011	5	5.78508e-05	-0.834705	1.268	0.382164	-0.75022	0.47078	0.74494
0.012	5	6.26107e-05	-0.834705	1.26799	0.382165	-0.75022	0.47078	0.74494
0.013	5	6.73367e-05	-0.834704	1.26799	0.382167	-0.75022	0.47078	0.74494
0.014	5	7.20293e-05	-0.834704	1.26799	0.382169	-0.75022	0.47078	0.74494
0.015	5	7.66891e-05	-0.834704	1.26798	0.382171	-0.75022	0.47078	0.74494
0.016	5	8.13167e-05	-0.834703	1.26798	0.382172	-0.75022	0.47078	0.74494
0.017	5	8.59126e-05	-0.834703	1.26797	0.382174	-0.75022	0.47078	0.74494
0.018	5	9.04775e-05	-0.834703	1.26797	0.382176	-0.75022	0.47078	0.74494
0.019	5	9.50118e-05	-0.834702	1.26797	0.382177	-0.75022	0.47078	0.74494
0.02	5	9.95161e-05	-0.834702	1.26796	0.382179	-0.75022	0.47078	0.74494
0.021	5	0.000103991	-0.834701	1.26796	0.38218	-0.75022	0.47078	0.74494
0.022	5	0.000108437	-0.834701	1.26796	0.382182	-0.75022	0.47078	0.74494
0.023	5	0.000112855	-0.834701	1.26795	0.382184	-0.75022	0.47078	0.74494
0.024	5	0.000117245	-0.8347	1.26795	0.382185	-0.75022	0.47078	0.74494
0.025	5	0.000121608	-0.8347	1.26795	0.382187	-0.75022	0.47078	0.74494
0.026	5	0.000125944	-0.8347	1.26794	0.382188	-0.75022	0.47078	0.74494
0.027	5	0.000130254	-0.834699	1.26794	0.38219	-0.75022	0.47078	0.74494
0.028	5	0.000134539	-0.834699	1.26794	0.382191	-0.75022	0.47078	0.74494
0.029	5	0.000138799	-0.834698	1.26793	0.382193	-0.75022	0.47078	0.74494
0.03	5	0.000143034	-0.834698	1.26793	0.382195	-0.75022	0.47078	0.74494
0.031	5	0.000147246	-0.834698	1.26793	0.382196	-0.75022	0.47078	0.74494
0.032	5	0.000151434	-0.834697	1.26792	0.382198	-0.75022	0.47078	0.74494
0.033	5	0.0001556	-0.834697	1.26792	0.382199	-0.75022	0.47078	0.74494
0.034	5	0.000159744	-0.834697	1.26792	0.382201	-0.75022	0.47078	0.74494
0.035	5	0.000163866	-0.834696	1.26791	0.382202	-0.75022	0.47078	0.74494
0.036	5	0.000167966	-0.834696	1.26791	0.382204	-0.75022	0.47078	0.74494
0.037	5	0.000172047	-0.834696	1.26791	0.382205	-0.75022	0.47078	0.74494
0.038	5	0.000176107	-0.834695	1.2679	0.382207	-0.75022	0.47078	0.74494
0.039	5	0.000180148	-0.834695	1.2679	0.382208	-0.75022	0.47078	0.74494
0.04	5	0.00018417	-0.834695	1.2679	0.38221	-0.75022	0.47078	0.74494
0.041	5	0.000188174	-0.834694	1.26789	0.382211	-0.75022	0.47078	0.74494
0.042	5	0.00019216	-0.834694	1.26789	0.382212	-0.75022	0.47078	0.74494
0.043	5	0.000196129	-0.834694	1.26789	0.382214	-0.75022	0.47078	0.74494
0.044	5	0.000200082	-0.834693	1.26788	0.382215	-0.75022	0.47078	0.74494
0.045	5	0.000204018	-0.834693	1.26788	0.382217	-0.75022	0.47078	0.74494
0.046	5	0.000207938	-0.834693	1.26788	0.382218	-0.75022	0.47078	0.74494
0.047	5	0.000211844	-0.834692	1.26787	0.38222	-0.75022	0.47078	0.74494
0.048	5	0.000215735	-0.834692	1.26787	0.382221	-0.75022	0.47078	0.74494
0.049	5	0.000219612	-0.834692	1.26787	0.382222	-0.75022	0.47078	0.74494
0.05	5	0.000223476	-0.834691	1.26786	0.382224	-0.75022	0.47078	0.74494
0.051	5	0.000227327	-0.834691	1.26786	0.382225	-0.75022	0.47078	0.74494
0.052	5	0.000231166	-0.834691	1.26786	0.382227	-0.75022	0.47078	0.74494
0.053	5	0.000234993	-0.83469	1.26786	0.382228	-0.75022	0.47078	0.74494
0.054	5	0.000238808	-0.83469	1.26785	0.382229	-0.75022	0.47078	0.74494
